RegionID|RegionName|Coordinates
553248633981705450|Lugu Lake - Yanyuan, China|27.75048;100.76889:27.74926;100.77267:27.68726;100.78709:27.67936;100.84305:27.68361;100.86262:27.69425;100.88013:27.70185;100.89455:27.70520;100.91000:27.72039;100.91927:27.72738;100.91995:27.73103;100.88768:27.73863;100.85609:27.74592;100.82142:27.74866;100.81318:27.75139;100.80185:27.75169;100.78571:27.75261;100.77404:27.75169;100.76889
553248633981705472|Sherborne Street, New Zealand|-43.52065;172.63770:-43.52070;172.63847:-43.51337;172.63835:-43.51337;172.63771
553248633981705566|Laksmana, Indonesia|-8.68343;115.15148:-8.68536;115.15282:-8.68752;115.15417:-8.68824;115.15460:-8.68947;115.15589:-8.68995;115.15639:-8.69127;115.15719:-8.69074;115.15799:-8.69049;115.15882:-8.69053;115.15947:-8.69055;115.15999:-8.69058;115.16107:-8.69102;115.16158:-8.69061;115.16160:-8.68980;115.16151:-8.68913;115.16131:-8.68844;115.16140:-8.68776;115.16137:-8.68741;115.16064:-8.68725;115.16030:-8.68694;115.16029:-8.68677;115.16029:-8.68658;115.16029:-8.68614;115.16030:-8.68606;115.16065:-8.68595;115.16114:-8.68582;115.16170:-8.68574;115.16199:-8.68566;115.16224:-8.68551;115.16275:-8.68550;115.16302:-8.68548;115.16337:-8.68574;115.16390:-8.68541;115.16437:-8.68469;115.16438:-8.68393;115.16438:-8.68359;115.16439:-8.68357;115.16441:-8.68342;115.16442:-8.68273;115.16449:-8.68195;115.16447:-8.68192;115.16344:-8.68188;115.16299:-8.68258;115.16291:-8.68266;115.16228:-8.68271;115.16163:-8.68277;115.16090:-8.68266;115.16003:-8.68248;115.15990:-8.68242;115.15960:-8.68233;115.15925:-8.68226;115.15872:-8.68215;115.15823:-8.68244;115.15823:-8.68226;115.15639:-8.68198;115.15460:-8.68196;115.15411:-8.68219;115.15352:-8.68216;115.15279:-8.68291;115.15192
553248633981705572|Padma, Indonesia|-8.69765;115.16129:-8.69870;115.16202:-8.69988;115.16260:-8.70073;115.16299:-8.70179;115.16347:-8.70302;115.16406:-8.70413;115.16460:-8.70485;115.16483:-8.70584;115.16512:-8.70688;115.16550:-8.70761;115.16575:-8.70841;115.16595:-8.70915;115.16610:-8.70906;115.16679:-8.70899;115.16730:-8.70890;115.16785:-8.70884;115.16839:-8.70876;115.16891:-8.70865;115.16953:-8.70848;115.17080:-8.70844;115.17080:-8.70574;115.17020:-8.70510;115.17009:-8.70324;115.16945:-8.70132;115.16915:-8.70038;115.16891:-8.69709;115.16769:-8.69703;115.16725:-8.69704;115.16691:-8.69699;115.16643:-8.69693;115.16594:-8.69691;115.16563:-8.69688;115.16510:-8.69687;115.16467:-8.69687;115.16426:-8.69690;115.16399:-8.69696;115.16373:-8.69701;115.16355:-8.69706;115.16333:-8.69712;115.16305:-8.69713;115.16290:-8.69715;115.16271:-8.69716;115.16264:-8.69716;115.16260:-8.69719;115.16248:-8.69720;115.16244:-8.69724;115.16235:-8.69727;115.16228:-8.69732;115.16218:-8.69736;115.16209:-8.69741;115.16200:-8.69742;115.16196:-8.69742;115.16194
553248633981705584|Fushan, China|37.58249;121.16295:37.56535;121.18732:37.53431;121.23058:37.52370;121.18149:37.51144;121.19007:37.51062;121.23470:37.47930;121.23418:37.48461;121.24912:37.48706;121.26663:37.51862;121.28660:37.53931;121.28780:37.56149;121.29021:37.57623;121.29771:37.57419;121.25753:37.57671;121.22586:37.58249;121.19556:37.58249;121.19556:37.58248;121.19555:37.58265;121.19527:37.58385;121.19179:37.58711;121.17428
553248633981705773|Primorsky District, Saint Petersburg, Russia|60.03784;29.95480:60.03760;29.95486:60.03679;29.95520:60.03600;29.95580:60.03497;29.95653:60.03549;29.96355:60.03343;29.96441:60.02909;29.96645:60.02855;29.96677:60.02726;29.96737:60.02559;29.96797:60.02564;29.96705:60.02537;29.96668:60.02514;29.96507:60.02500;29.96304:60.02505;29.96198:60.02490;29.96143:60.02438;29.96106:60.02130;29.96203:60.01832;29.96241:60.01751;29.96326:60.01680;29.96228:60.01555;29.96202:60.01446;29.96215:60.01345;29.96254:60.01298;29.96335:60.01231;29.96408:60.01202;29.96365:60.01124;29.96348:60.01120;29.96464:60.01109;29.96580:60.01081;29.96674:60.01062;29.96811:60.01030;29.96850:60.01015;29.96889:60.01017;29.96996:60.00989;29.97052:60.00957;29.97099:60.00940;29.97163:60.00942;29.97292:60.00914;29.97374:60.00863;29.97404:60.00850;29.97490:60.00828;29.97674:60.00805;29.97764:60.00775;29.98039:60.00727;29.98155:60.00682;29.98309:60.00631;29.98725:60.00565;29.98828:60.00500;29.99189:60.00290;29.99644:60.00268;29.99820:60.00273;30.00064:60.00129;30.00215:59.99979;30.00275:59.99687;30.00442:59.99425;30.00669:59.99204;30.00828:59.99120;30.01330:59.99197;30.01914:59.99298;30.02601:59.99466;30.03445:59.99788;30.03882:59.99771;30.04114:59.99820;30.04299:59.99856;30.04426:59.99879;30.04558:59.99870;30.04636:59.99882;30.04727:59.99900;30.04830:59.99870;30.04902:59.99877;30.05023:59.99824;30.05219:59.99822;30.05382:59.99790;30.05588:59.99777;30.05738:59.99704;30.06171:59.99715;30.06429:59.99627;30.07171:59.99541;30.07583:59.99423;30.08111:59.99421;30.08695:59.99403;30.09158:59.99148;30.09570:59.99118;30.09690:59.99122;30.09750:59.99073;30.09819:59.99060;30.09952:59.99116;30.10072:59.98964;30.10544:59.98949;30.10956:59.98938;30.11437:59.98925;30.11673:59.98968;30.11900:59.98820;30.12802:59.98852;30.13407:59.98737;30.14010:59.98750;30.14388:59.98745;30.14834:59.98711;30.15787:59.98642;30.16139:59.98565;30.16345:59.98518;30.16319:59.98448;30.16308:59.98412;30.16591:59.98399;30.16681:59.98489;30.16711:59.98547;30.16788:59.98504;30.16883:59.98500;30.16999:59.98556;30.17149:59.98560;30.17552:59.98556;30.17831:59.98515;30.18106:59.98558;30.18239:59.98738;30.18252:59.98820;30.18346:59.98854;30.18376:59.98873;30.18316:59.98942;30.18136:59.98964;30.18398:59.98906;30.18479:59.98850;30.18475:59.98208;30.18999:59.98227;30.19157:59.98094;30.19282:59.98085;30.19411:59.98116;30.19436:59.97877;30.20346:59.97903;30.20711:59.97940;30.20926:59.97989;30.21183:59.98122;30.21702:59.98137;30.22054:59.98182;30.22247:59.98116;30.22363:59.98034;30.22479:59.97989;30.22676:59.98014;30.23028:59.98107;30.23436:59.98141;30.23767:59.98171;30.24106:59.98227;30.24839:59.98266;30.25479:59.98253;30.25844:59.98257;30.26251:59.98229;30.26668:59.98186;30.26917:59.98109;30.27539:59.98171;30.27805:59.98221;30.28200:59.98292;30.28663:59.98311;30.29723:59.98270;30.30114:59.98188;30.30569:59.98058;30.31294:59.98002;30.31650:59.97864;30.32219:59.98274;30.33108:59.98497;30.33082:59.98873;30.32906:59.99373;30.32677:59.99726;30.32516:60.00270;30.32185:60.01159;30.31829:60.01216;30.31654:60.01754;30.31354:60.02560;30.30910:60.05210;30.29457:60.05474;30.29147:60.05749;30.28813:60.05979;30.28534:60.06185;30.28279:60.06345;30.28073:60.06613;30.27734:60.06865;30.27421:60.06739;30.27029:60.06573;30.26551:60.06453;30.26179:60.06363;30.25911:60.06300;30.25722:60.06187;30.25393:60.06154;30.25292:60.06081;30.25070:60.06037;30.24952:60.05947;30.24682:60.05818;30.24300:60.05641;30.23788:60.05587;30.23637:60.05503;30.23388:60.05314;30.22831:60.05238;30.22611:60.05129;30.22288:60.05172;30.22247:60.05270;30.22159:60.05416;30.22029:60.05526;30.21929:60.05683;30.21788:60.05866;30.21622:60.06053;30.21455:60.06129;30.21385:60.06089;30.21151:60.06072;30.21049:60.06065;30.21003:60.06079;30.20930:60.06114;30.20757:60.06150;30.20570:60.06184;30.20393:60.06215;30.20241:60.06222;30.20202:60.06204;30.20138:60.06191;30.20092:60.06176;30.20039:60.06161;30.19985:60.06151;30.19950:60.06141;30.19912:60.06093;30.19741:60.06071;30.19661:60.06053;30.19596:60.06076;30.19576:60.06116;30.19539:60.06171;30.19490:60.06216;30.19448:60.06245;30.19423:60.06270;30.19400:60.06293;30.19379:60.06323;30.19352:60.06312;30.19289:60.06297;30.19204:60.06279;30.19104:60.06257;30.18979:60.06230;30.18825:60.06200;30.18662:60.06186;30.18576:60.06155;30.18404:60.06121;30.18213:60.06084;30.18004:60.06053;30.17830:60.06005;30.17562:60.05956;30.17286:60.05905;30.16998:60.05880;30.16855:60.05870;30.16818:60.05860;30.16776:60.05844;30.16719:60.05833;30.16674:60.05825;30.16642:60.05812;30.16594:60.05805;30.16565:60.05794;30.16523:60.05780;30.16473:60.05767;30.16419:60.05756;30.16375:60.05747;30.16343:60.05732;30.16287:60.05726;30.16262:60.05714;30.16213:60.05705;30.16183:60.05696;30.16146:60.05684;30.16102:60.05677;30.16075:60.05673;30.16059:60.05666;30.16029:60.05661;30.16014:60.05652;30.15976:60.05645;30.15949:60.05641;30.15936:60.05638;30.15925:60.05631;30.15898:60.05629;30.15887:60.05619;30.15851:60.05612;30.15824:60.05609;30.15811:60.05606;30.15800:60.05600;30.15775:60.05592;30.15748:60.05586;30.15725:60.05584;30.15714:60.05580;30.15699:60.05571;30.15668:60.05564;30.15640:60.05561;30.15627:60.05556;30.15608:60.05552;30.15594:60.05544;30.15560:60.05540;30.15548:60.05531;30.15512:60.05525;30.15489:60.05521;30.15474:60.05516;30.15455:60.05505;30.15411:60.05495;30.15375:60.05492;30.15364:60.05492;30.15361:60.05488;30.15346:60.05482;30.15324:60.05474;30.15292:60.05470;30.15276:60.05466;30.15261:60.05463;30.15248:60.05460;30.15239:60.05455;30.15219:60.05452;30.15210:60.05446;30.15186:60.05438;30.15155:60.05430;30.15122:60.05421;30.15090:60.05416;30.15068:60.05412;30.15051:60.05407;30.15033:60.05404;30.15023:60.05399;30.15001:60.05396;30.14991:60.05391;30.14971:60.05388;30.14962:60.05383;30.14944:60.05380;30.14932:60.05376;30.14914:60.05373;30.14906:60.05363;30.14864:60.05355;30.14834:60.05352;30.14824:60.05348;30.14808:60.05343;30.14787:60.05340;30.14778:60.05333;30.14749:60.05325;30.14717:60.05317;30.14688:60.05310;30.14664:60.05303;30.14635:60.05294;30.14600:60.05289;30.14582:60.05285;30.14563:60.05280;30.14546:60.05272;30.14515:60.05262;30.14477:60.05256;30.14453:60.05177;30.14153:60.05123;30.13946:60.05046;30.13651:60.04963;30.13327:60.04940;30.13242:60.04913;30.13138:60.04907;30.13154:60.04903;30.13159:60.04898;30.13153:60.04897;30.13154:60.04917;30.13287:60.04902;30.13372:60.04880;30.13420:60.04821;30.13405:60.04782;30.13369:60.04752;30.13360:60.04727;30.13360:60.04700;30.13371:60.04671;30.13429:60.04670;30.13564:60.04654;30.13646:60.04638;30.13667:60.04641;30.13717:60.04640;30.13777:60.04631;30.13929:60.04564;30.14178:60.04528;30.14234:60.04499;30.14234:60.04476;30.14221:60.04454;30.14197:60.04419;30.14167:60.04414;30.14148:60.04399;30.14109:60.04386;30.14073:60.04374;30.14036:60.04358;30.14002:60.04341;30.13963:60.04315;30.13931:60.04216;30.13841:60.04127;30.13869:60.04046;30.13931:60.03994;30.14135:60.03922;30.14178:60.03845;30.14309:60.03814;30.14315:60.03719;30.14272:60.03662;30.14401:60.03301;30.12706:60.02885;30.09221:60.02765;30.07925:60.00385;30.07891:60.00248;30.07359:60.00342;30.06560:60.00449;30.05917:60.00483;30.05453:60.00715;30.04097:60.01101;30.04526:60.01590;30.02707:60.01793;30.02858:60.01954;30.02262:60.01765;30.02039:60.02004;30.01026:60.02102;30.00978:60.02214;30.00897:60.02319;30.00781:60.02445;30.00627:60.02531;30.00524:60.02642;30.00309:60.02786;29.99931:60.02950;29.99471:60.03130;29.98990:60.03224;29.98724:60.03331;29.98372:60.03477;29.98072:60.03533;29.97977:60.03614;29.97840:60.03717;29.97797:60.03854;29.97703:60.04382;29.97497:60.04379;29.97429:60.04385;29.97391:60.04368;29.97322:60.04358;29.97266:60.04349;29.97223:60.04340;29.97159:60.04342;29.97082:60.04374;29.97009:60.04394;29.96979:60.04396;29.96932:60.04411;29.96902:60.04404;29.96863:60.04394;29.96850:60.04372;29.96764:60.04353;29.96687:60.04340;29.96635:60.04340;29.96588:60.04359;29.96545:60.04368;29.96515:60.04351;29.96522:60.04328;29.96514:60.04305;29.96501:60.04279;29.96488:60.04258;29.96473:60.04234;29.96435:60.04197;29.96387:60.04161;29.96355:60.04142;29.96327:60.04114;29.96291:60.04073;29.96237:60.04040;29.96201:60.04007;29.96143:60.03980;29.96106:60.03962;29.96080:60.03936;29.96048:60.03910;29.96010:60.03891;29.95990:60.03865;29.95945:60.03839;29.95907:60.03823;29.95870:60.03807;29.95838:60.03803;29.95797:60.03802;29.95711:60.03797;29.95613
553248633981705825|Queen West, Ontario, Canada|43.64737;-79.40449:43.64692;-79.40436:43.64698;-79.40376:43.64723;-79.40228:43.64855;-79.39606:43.64904;-79.39352:43.64964;-79.39084:43.65002;-79.38919:43.65068;-79.38618:43.65097;-79.38468:43.65168;-79.38160:43.65202;-79.38177
553248633981705831|The Danforth, Ontario, Canada|43.68165;-79.36233:43.67466;-79.36117:43.67358;-79.36053:43.67470;-79.35739:43.67531;-79.35788:43.67755;-79.34818:43.68087;-79.33208:43.67498;-79.32967:43.68618;-79.30091:43.68836;-79.29236:43.69248;-79.29411:43.68990;-79.30331:43.69021;-79.30331:43.69008;-79.30392:43.68896;-79.30889:43.68713;-79.30803:43.68581;-79.31431:43.68857;-79.31529:43.68367;-79.33868:43.68221;-79.34619:43.68398;-79.34684:43.68184;-79.35765
553248633981705980|Erasmuskloof, South Africa|-25.82374;28.24917:-25.82360;28.24940:-25.82182;28.27570:-25.82121;28.27549:-25.81703;28.27588:-25.81499;28.27665:-25.80707;28.27060:-25.80397;28.26922:-25.79992;28.26652:-25.80007;28.26446:-25.79895;28.26352:-25.80249;28.26118:-25.80698;28.25947:-25.80875;28.25784:-25.81045;28.25809:-25.81432;28.25681:-25.81872;28.25449:-25.82135;28.25191
553248633981705986|Corniche Road-Dahar, Egypt|27.26401;33.79910:27.26310;33.79978:27.26211;33.80098:27.26134;33.80279:27.25417;33.81395:27.24654;33.82605:27.23754;33.84047:27.23906;33.85171:27.24189;33.85188:27.25104;33.85094:27.25379;33.84819:27.25669;33.84184:27.26119;33.83472:27.26493;33.82536:27.26790;33.81695:27.26936;33.81145:27.26974;33.80871:27.26875;33.80485:27.26783;33.80261
553248633981706002|Gu Lou, China|32.04245;118.72145:32.03959;118.72720:32.03752;118.75729:32.04292;118.76717:32.04180;118.78418:32.08936;118.78384:32.09354;118.75569:32.08469;118.75419:32.08624;118.74983:32.08656;118.74617:32.07382;118.74335:32.06734;118.74666:32.06329;118.72787
553248633981706388|Muping, China|37.43550;121.56704:37.43449;121.57191:37.43403;121.57972:37.41774;121.57755:37.40321;121.57848:37.37197;121.57963:37.37115;121.62048:37.39025;121.62083:37.39134;121.63748:37.39080;121.64383:37.39462;121.66134:37.44574;121.65645:37.44547;121.64246:37.43375;121.60692:37.44574;121.60057:37.43947;121.57825:37.43957;121.57076:37.43956;121.57074:37.43951;121.57073:37.43948;121.57063:37.44004;121.56789
553248633981706440|Legian City-Centre, Indonesia|-8.70911;115.16602:-8.71050;115.16633:-8.71017;115.16861:-8.71052;115.16892:-8.71051;115.16956:-8.71222;115.17056:-8.71198;115.17246:-8.71428;115.17290:-8.71576;115.17313:-8.71744;115.17383:-8.71854;115.17361:-8.71927;115.17417:-8.72155;115.17500:-8.72184;115.17516:-8.72218;115.17508:-8.72215;115.17548:-8.72204;115.17764:-8.71936;115.17818:-8.71657;115.17855:-8.71498;115.17819:-8.71447;115.17799:-8.71357;115.17742:-8.71301;115.17715:-8.71158;115.17673:-8.71016;115.17648:-8.71005;115.17756:-8.70949;115.17739:-8.70928;115.17728:-8.70900;115.17721:-8.70863;115.17721:-8.70831;115.17719:-8.70816;115.17701:-8.70803;115.17666:-8.70794;115.17637:-8.70782;115.17628:-8.70752;115.17619:-8.70729;115.17610:-8.70761;115.17519:-8.70770;115.17471:-8.70777;115.17420:-8.70786;115.17381:-8.70799;115.17354:-8.70824;115.17301:-8.70832;115.17267:-8.70840;115.17213:-8.70851;115.17094:-8.70865;115.16992:-8.70881;115.16908:-8.70891;115.16832:-8.70901;115.16752:-8.70908;115.16685
553248633981706942|Liu Sanjie Scenic Area, China|24.76229;110.49902:24.76206;110.49911:24.75996;110.50170:24.75773;110.50492:24.75575;110.50829:24.75520;110.50967:24.75415;110.51170:24.75425;110.51451:24.75939;110.51685:24.76586;110.51829:24.76972;110.51827:24.77223;110.51839:24.77163;110.51115:24.76845;110.50983:24.76598;110.50555:24.76218;110.49908
553248633981706948|Siofok Aranypart, Hungary|46.91126;18.04448:46.91056;18.04494:46.91000;18.04526:46.90952;18.04567:46.90891;18.04619:46.90805;18.04686:46.90609;18.04823:46.90849;18.05528:46.90952;18.05789:46.90977;18.05867:46.90998;18.05937:46.91056;18.06108:46.91093;18.06222:46.91165;18.06431:46.91217;18.06578:46.91271;18.06716:46.91322;18.06862:46.91398;18.07087:46.91464;18.07253:46.91494;18.07330:46.91514;18.07403:46.91569;18.07570:46.91620;18.07736:46.91684;18.07914:46.91755;18.08112:46.91811;18.08277:46.91907;18.08553:46.91986;18.08770:46.92059;18.08969:46.92107;18.09126:46.92156;18.09259:46.92209;18.09400:46.92263;18.09535:46.92316;18.09660:46.92356;18.09765:46.92410;18.09914:46.92461;18.09859:46.92514;18.09802:46.92559;18.09766:46.92603;18.09731:46.92680;18.09679:46.92575;18.09377:46.92516;18.09154:46.92425;18.08855:46.92329;18.08540:46.92252;18.08257:46.92190;18.08074:46.92111;18.07830:46.92051;18.07641:46.91962;18.07360:46.91896;18.07156:46.91827;18.06935:46.91740;18.06645:46.91664;18.06390:46.91601;18.06179:46.91535;18.05967:46.91469;18.05755:46.91421;18.05589:46.91365;18.05368:46.91309;18.05175:46.91264;18.04989
553248633981706954|Zsórifürdő, Hungary|47.79818;20.50587:47.78832;20.51282:47.79530;20.53496:47.80383;20.52878
553248633981706960|Sé, Brazil|-23.55035;-46.63603:-23.55035;-46.63099:-23.54969;-46.63099:-23.54969;-46.63603
553248633981706970|Papanui Road, New Zealand|-43.49754;172.60756:-43.51213;172.62056:-43.52069;172.62747:-43.52066;172.62816:-43.51419;172.62425:-43.50871;172.61961:-43.49673;172.60851
553248633981706988|Balatonkiliti, Hungary|46.88739;18.03413:46.88721;18.03427:46.88714;18.03420:46.88356;18.03652:46.88133;18.03875:46.87916;18.04132:46.87734;18.04407:46.87541;18.04708:46.87376;18.05051:46.87253;18.05368:46.87124;18.05798:46.86989;18.06175:46.86878;18.06390:46.86790;18.06630:46.86590;18.06931:46.86285;18.07411:46.86062;18.07900:46.85874;18.08175:46.85680;18.08639:46.85311;18.08887:46.84900;18.09257:46.84518;18.09480:46.84512;18.09986:46.84448;18.10458:46.84600;18.10913:46.84777;18.11059:46.85276;18.10699:46.85657;18.10432:46.86044;18.10132:46.86402;18.09797:46.86666;18.09591:46.87118;18.09119:46.87470;18.08673:46.87687;18.08372:46.87828;18.08587:46.87919;18.08729:46.87912;18.08759:46.88004;18.08905:46.88075;18.09040:46.88132;18.09275:46.88238;18.09537:46.88338;18.09812:46.88402;18.09996:46.88464;18.10146:46.88558;18.10249:46.88710;18.10447:46.88869;18.10262:46.88989;18.09992:46.89147;18.09734:46.89336;18.09428:46.89482;18.09136:46.89664;18.08939:46.89922;18.08587:46.90034;18.08330:46.90145;18.08158:46.90262;18.07883:46.90200;18.07636:46.90074;18.07305:46.89945;18.06966:46.89822;18.06657:46.89743;18.06456:46.89651;18.06211:46.89566;18.05996:46.89473;18.05687:46.89411;18.05469:46.89314;18.05202:46.89203;18.04881:46.89109;18.04627:46.89009;18.04293:46.88919;18.03988:46.88854;18.03761:46.88789;18.03542
553248633981706994|Xuefu Road University Area, China|45.70292;126.60080:45.70325;126.60347:45.70347;126.60526:45.70353;126.60650:45.70369;126.60722:45.70382;126.60781:45.70391;126.60885:45.70400;126.60933:45.70404;126.61070:45.70416;126.61163:45.70446;126.61504:45.70449;126.61720:45.70477;126.62012:45.70503;126.62381:45.70543;126.62756:45.70573;126.63113:45.70593;126.63272:45.70605;126.63316:45.70708;126.63307:45.70715;126.63306:45.70747;126.63286:45.70800;126.63270:45.70852;126.63258:45.70927;126.63248:45.70981;126.63226:45.71058;126.63205:45.71125;126.63212:45.71244;126.63171:45.71501;126.63118:45.71602;126.63100:45.71685;126.63094:45.71666;126.63184:45.71793;126.63149:45.71865;126.63192:45.71937;126.63295:45.72330;126.63587:45.72420;126.63647:45.72533;126.63725:45.73085;126.64124:45.73825;126.64656:45.73968;126.64407:45.74010;126.64330:45.74070;126.64218:45.74115;126.64128:45.74160;126.64063:45.74196;126.63996:45.74268;126.63878:45.74321;126.63757:45.74399;126.63632:45.74416;126.63665:45.74480;126.63770:45.74558;126.63874:45.74574;126.63846:45.74575;126.63842:45.74581;126.63834:45.74589;126.63820:45.74596;126.63805:45.74606;126.63789:45.74630;126.63750:45.74690;126.63656:45.74738;126.63572:45.74915;126.63283:45.74549;126.62849:45.74031;126.62248:45.73726;126.61905:45.73618;126.61802:45.73453;126.61669:45.72506;126.61008:45.71758;126.60484:45.71712;126.60188:45.71568;126.60223:45.71360;126.60171:45.71146;126.60126:45.71098;126.60149:45.70845;126.60134:45.70702;126.60178
553248633981707185|Batu Bolong, Indonesia|-8.65303;115.12284:-8.65317;115.12289:-8.65325;115.12315:-8.65333;115.12320:-8.65354;115.12325:-8.65365;115.12340:-8.65371;115.12358:-8.65375;115.12373:-8.65386;115.12379:-8.65392;115.12383:-8.65397;115.12391:-8.65408;115.12399:-8.65412;115.12416:-8.65439;115.12438:-8.65468;115.12460:-8.65484;115.12477:-8.65497;115.12491:-8.65512;115.12502:-8.65534;115.12513:-8.65553;115.12527:-8.65561;115.12528:-8.65563;115.12543:-8.65573;115.12563:-8.65629;115.12640:-8.65652;115.12679:-8.65663;115.12694:-8.65714;115.12768:-8.65764;115.12824:-8.65805;115.12859:-8.65839;115.12933:-8.65869;115.12942:-8.65929;115.12978:-8.65948;115.13001:-8.65982;115.13042:-8.66013;115.13092:-8.66061;115.13148:-8.66097;115.13184:-8.66136;115.13243:-8.66158;115.13266:-8.66185;115.13319:-8.66205;115.13354:-8.66230;115.13371:-8.66264;115.13398:-8.66288;115.13425:-8.66326;115.13488:-8.66343;115.13511:-8.66329;115.13528:-8.66302;115.13512:-8.66276;115.13491:-8.66256;115.13466:-8.66237;115.13425:-8.66229;115.13401:-8.66185;115.13393:-8.66129;115.13424:-8.66096;115.13459:-8.66053;115.13500:-8.66011;115.13517:-8.65969;115.13524:-8.65919;115.13518:-8.65882;115.13538:-8.65846;115.13583:-8.65816;115.13586:-8.65791;115.13641:-8.65745;115.13663:-8.65688;115.13676:-8.65640;115.13691:-8.65572;115.13720:-8.65504;115.13747:-8.65470;115.13773:-8.65449;115.13823:-8.65418;115.13837:-8.65369;115.13842:-8.65321;115.13861:-8.65309;115.13885:-8.65316;115.13910:-8.65318;115.13937:-8.65284;115.13982:-8.65264;115.14003:-8.65259;115.14043:-8.65220;115.14050:-8.65162;115.14071:-8.65137;115.14107:-8.65126;115.14169:-8.65121;115.14217:-8.65093;115.14259:-8.65050;115.14272:-8.64995;115.14339:-8.64935;115.14394:-8.64886;115.14433:-8.64856;115.14426:-8.64822;115.14407:-8.64781;115.14423:-8.64723;115.14443:-8.64692;115.14476:-8.64661;115.14478:-8.64637;115.14500:-8.64582;115.14523:-8.64566;115.14550:-8.64519;115.14552:-8.64493;115.14562:-8.64481;115.14631:-8.64456;115.14663:-8.64401;115.14694:-8.64337;115.14709:-8.64273;115.14734:-8.64261;115.14745:-8.64249;115.14780:-8.64218;115.14794:-8.64163;115.14797:-8.64144;115.14816:-8.64105;115.14828:-8.64067;115.14806:-8.64023;115.14797:-8.63990;115.14808:-8.63928;115.14816:-8.63899;115.14845:-8.63866;115.14887:-8.63859;115.14917:-8.63842;115.14940:-8.63820;115.14922:-8.63805;115.14899:-8.63788;115.14874:-8.63772;115.14841:-8.63768;115.14832:-8.63765;115.14823:-8.63753;115.14802:-8.63725;115.14761:-8.63681;115.14711:-8.63672;115.14700:-8.63648;115.14661:-8.63614;115.14603:-8.63598;115.14581:-8.63641;115.14516:-8.63645;115.14507:-8.63630;115.14410:-8.63620;115.14359:-8.63616;115.14344:-8.63599;115.14291:-8.63568;115.14217:-8.63591;115.14223:-8.63592;115.14218:-8.63597;115.14179:-8.63605;115.14149:-8.63632;115.14111:-8.63658;115.14077:-8.63686;115.14048:-8.63689;115.14037:-8.63691;115.13999:-8.63702;115.13994:-8.63724;115.13982:-8.63740;115.13968:-8.63756;115.13952:-8.63764;115.13942:-8.63779;115.13933:-8.63793;115.13927:-8.63807;115.13927:-8.63822;115.13931:-8.63852;115.13943:-8.63869;115.13947:-8.63880;115.13943:-8.63890;115.13936:-8.63901;115.13916:-8.63923;115.13914:-8.63952;115.13914:-8.63966;115.13914:-8.63992;115.13911:-8.64006;115.13898:-8.64015;115.13885:-8.64028;115.13858:-8.64039;115.13840:-8.64049;115.13829:-8.64068;115.13821:-8.64074;115.13803:-8.64073;115.13776:-8.64076;115.13756:-8.64083;115.13738:-8.64096;115.13726:-8.64111;115.13712:-8.64124;115.13699:-8.64130;115.13683:-8.64141;115.13661:-8.64154;115.13636:-8.64164;115.13626:-8.64181;115.13616:-8.64200;115.13611:-8.64212;115.13605:-8.64216;115.13594:-8.64216;115.13567:-8.64219;115.13538:-8.64225;115.13528:-8.64242;115.13517:-8.64254;115.13511:-8.64279;115.13501:-8.64283;115.13491:-8.64286;115.13475:-8.64291;115.13452:-8.64301;115.13434:-8.64311;115.13426:-8.64329;115.13423:-8.64341;115.13420:-8.64354;115.13410:-8.64366;115.13380:-8.64377;115.13361:-8.64382;115.13351:-8.64394;115.13345:-8.64413;115.13352:-8.64424;115.13356:-8.64440;115.13353:-8.64448;115.13348:-8.64458;115.13322:-8.64476;115.13280:-8.64493;115.13229:-8.64502;115.13197:-8.64514;115.13165:-8.64522;115.13159:-8.64534;115.13157:-8.64563;115.13162:-8.64589;115.13168:-8.64605;115.13168:-8.64616;115.13156:-8.64626;115.13135:-8.64633;115.13114:-8.64637;115.13092:-8.64643;115.13083:-8.64654;115.13072:-8.64683;115.13067:-8.64715;115.13065:-8.64735;115.13062:-8.64756;115.13055:-8.64798;115.13029:-8.64819;115.13005:-8.64837;115.12978:-8.64851;115.12959:-8.64868;115.12946:-8.64883;115.12941:-8.64906;115.12935:-8.64923;115.12923:-8.64946;115.12885:-8.64967;115.12865:-8.64991;115.12856:-8.65032;115.12839:-8.65054;115.12825:-8.65077;115.12801:-8.65102;115.12771:-8.65142;115.12727:-8.65172;115.12691:-8.65203;115.12660:-8.65228;115.12626:-8.65240;115.12599:-8.65245;115.12572:-8.65245;115.12533:-8.65241;115.12512:-8.65228;115.12485:-8.65207;115.12475:-8.65194;115.12462:-8.65191;115.12444:-8.65209;115.12402:-8.65221;115.12388:-8.65242;115.12386:-8.65262;115.12383:-8.65285;115.12374:-8.65291;115.12354:-8.65298;115.12329:-8.65294;115.12308:-8.65295;115.12293:-8.65299;115.12285
